,Latency
137,11.529182381754907
138,7.550705945208673
140,9.036423990099411
141,12.555963846364342
142,7.130760780132292
143,12.84323379425912
144,9.547878652596381
145,7.329012060910863
146,6.430885776630909
147,7.5599767815908745
148,9.284995116319052
149,8.58419792318715
150,8.623227108675518
151,7.898551815135798
152,18.28325454447427
153,7.9394973222435326
154,8.307581728611535
155,11.550456206191328
156,8.736538183981473
157,6.907085961579087
158,8.486946605461313
159,6.131111290645295
160,8.02071984348065
161,6.8837932902496295
162,7.475679696012516
163,7.26092127291485
164,8.773848485317224
165,7.775991959496299
166,7.273834665723792
167,8.746450936382828
168,6.4010406814603655
169,5.659288331496464
170,7.242310683137206
171,13.872881545551008
172,8.272672697048652
173,6.297222817554318
174,7.23724374342748
175,6.718026696910849
176,7.9775090011908905
177,7.372877465116446
178,10.086528106538077
179,8.780806455045827
180,6.581662260558611
181,11.638253840609973
182,7.638252318368112
183,8.937386788350619
184,54.39506175813276
185,6.385228025245793
186,9.65977824327293
187,8.10411436319691
188,9.441156188879972
189,11.255148603329348
190,9.812966520700055
191,9.31688704856865
192,6.809539842318561
193,58.361384090576
194,7.027109448155895
195,12.543659223699345
196,7.759229737135565
197,9.556379748975203
198,8.400055346965917
199,68.3426229436645
200,15.053782953895409
201,7.19728293468903
202,22.668393887292112
203,9.007684089261495
204,7.949926445076935
205,7.994431757215713
206,7.9235077618767065
208,93.9214550172663
209,7.547508882023536
210,8.567784293828241
211,8.173639868287967
212,6.867499384840244
213,7.193477471819168
214,8.83588549943372
215,8.000384623641057
216,8.324555409409374
217,18.464725636366516
218,7.853708134359952
219,11.420318739705563
220,10.742564652932215
221,9.991739788392728
222,11.453643064539314
223,11.222510312517453
224,7.518049651190413
225,7.6872329712374246
226,14.592474582735116
227,5.475647160319784
228,6.634347801190246
229,7.456196590433391
231,7.699363404112167
232,5.678518588561255
233,8.326322815366058
235,5.91618355724148
236,20.261874773552194
237,52.81637692837627
238,8.059578089433048
239,6.9009480829234455
240,6.770288139004318
241,5.377728592500249
242,8.033242830229607
243,6.5379359416105975
244,8.340340729846972
245,6.643337994003041
246,6.111976540225842
247,7.761041805076672
248,14.192511916091433
249,8.632025974050295
250,9.619235922075648
251,7.004734494666776
252,12.593488720746835
253,6.410838412039816
254,21.03626740277003
255,5.5406492047383376
256,6.373876858417676
257,7.565383826326365
258,9.060906821388333
259,9.320889754313257
260,7.236660174546025
261,6.2727212171290265
262,8.619503702974411
263,5.51325451134565
265,9.442476723376904
266,7.600886119819606
267,9.232224066696848
268,9.028727787737687
269,9.17563247285766
270,6.911391472910244
271,8.167245706781205
272,18.62646505258185
273,8.146294038711495
274,7.4105321604465235
275,10.37737000115567
276,9.552522204420502
277,8.24814402268927
278,6.9328456937090905
279,11.553908703635935
280,10.342200318928052
281,7.933729077723575
282,8.337779798747253
283,8.832362042479797
284,7.55400930308188
285,12.194315849020168
286,7.8646125435053715
287,7.5767207587856555
288,6.252106816481595
289,6.694120643586023
290,8.098132229897637
291,8.33374272179503
292,7.639765230717613
293,11.806367285993836
294,8.653079969412651
295,5.916546212885793
296,10.997737792975695
297,5.914960764649007
298,6.400012620452488
300,6.77155502292518
301,8.019914964302778
302,21.576770923267674
303,28.66403596852578
304,7.422801025549392
305,10.044811830530097
306,6.992386696643806
307,8.172211801726906
308,24.424221368429578
310,8.28045443259114
311,11.017393556943274
312,12.657878819714783
313,7.01866943658991
314,17.443707714056288
315,8.220516303600146
316,6.583224832196732
317,8.6789539021018
318,9.429590975677755
319,7.8358814841731865
321,5.351543138324294
322,7.231358458782015
323,15.95474001656885
324,82.8705806180609
325,5.284510511739807
327,9.279704751464013
328,7.869775403283164
329,7.461815286610836
330,10.434308249081973
331,7.161024076856977
332,6.784974354536453
333,6.612880316206834
334,7.930047719313707
335,5.5261471028347655
336,8.763134890007098
337,7.0080931364350185
338,8.86284752793927
340,7.244659199902983
341,7.644060587035652
342,6.6419359677698
343,8.40248683905044
344,6.735509218470307
345,9.702999459939692
346,7.334146802414657
347,6.313415861222629
348,6.636240643139617
349,9.491247489590794
350,6.2731642243069565
351,11.28941877605865
352,5.713240040321296
353,7.87688494332285
354,8.538881867238306
355,16.463867583376473
356,21.20120678003031
357,8.660630964487858
358,6.985042099957066
359,17.624138663184013
360,7.5889553084239365
361,6.024774973944057
362,7.580090793792937
363,8.240163819686341
364,9.06884012084454
366,10.587495561741775
367,9.353250435598117
368,9.877392856861295
369,17.05693544396108
370,9.96638694940915
371,7.24101186175083
372,7.817416276112613
373,7.653676850417195
374,8.105922800558176
375,9.324748493301414
376,7.583936453871221
377,17.16665691596212
378,11.4150578197075
379,10.641449949399092
380,9.379378760419467
381,5.593079407597759
382,8.016410667777556
383,7.72639673153765
384,12.995010842333222
385,9.704323846569357
386,7.705641475167864
387,7.037010768188524
388,10.401938630912202
389,14.450407773106422
390,7.02906193552739
391,7.921275498687579
392,7.523953708760866
393,8.612643751766786
394,5.588673005333165
395,8.94737765841213
396,6.493558656611123
397,7.803314745566133
398,7.617260797782695
399,8.845689099665702
400,18.638309635143486
401,9.370772624182738
402,10.968022638077993
403,9.058908122011532
404,10.200286488545315
405,9.812199787564046
407,8.584366885883473
408,6.578572565720405
409,6.05968937757126
410,14.252576015568257
411,8.323619465457096
412,7.117082357992009
413,9.558412881988803
414,7.919605125669999
415,10.215408928200652
416,8.897350272501562
417,8.422326733211776
418,5.9138118007622795
419,9.11647918352202
420,9.010289820033572
421,8.598893769244029
422,49.78296882614977
423,10.834323659523418
424,7.407227514424766
425,20.764275895155095
426,8.627618091536508
427,10.090369217123706
428,7.1292537948539145
429,35.51394901868411
430,10.07274751095672
431,6.368381114574684
432,9.258047425921749
433,8.111227139524562
434,15.740120547543889
435,9.144171107806963
437,12.500002992230867
438,11.75797940299188
439,7.661711438989592
440,5.727195378021755
442,8.032599398566354
443,11.5643165379871
444,9.504439669884011
445,7.5918628722617285
446,8.108041744249544
447,6.481675379847581
448,9.588368037137926
449,8.225228795140778
450,8.394643535234236
451,5.545800049529449
452,6.398208981436051
453,5.267461827288046
454,7.472363380015674
455,10.335980906514354
456,7.820343417091292
457,6.547876167670827
458,7.055422014479856
459,9.015588198069763
460,7.081339004753127
461,6.999464550551515
462,7.020841543005443
463,7.148635389512177
464,9.93270689791902
467,6.3404854555685795
469,8.08682384006979
470,7.522089437987107
471,7.588612112675582
472,6.113877149806729
473,7.837496487031503
474,6.7498863921570855
475,8.146429274678193
476,6.286421995840146
477,5.798419659149688
478,8.739493198519442
479,5.626105538651846
480,8.484535937056286
481,17.900815397992936
482,6.184163859637254
483,8.449973894491844
484,9.531370314918107
485,6.627317247932468
487,8.713391829882916
488,8.962194536095584
489,5.813360227783978
490,5.354505048267481
491,7.792241051066123
493,8.764467706269874
494,16.210781939749516
495,8.382019084854894
496,9.12849305857328
497,8.121405500421888
498,6.917692978997183
499,6.840247415038947
500,7.625076232594069
501,7.989454813433724
502,8.371913465046548
503,11.28815492311229
504,9.653486157416982
505,8.001463663524337
507,6.468439540906524
508,10.49470243454763
509,11.460419462463925
510,8.191227552408042
511,7.430413823366729
512,26.202877956824196
513,8.32857350802091
514,8.196190884106855
515,7.354857680071865
516,17.850678649568607
517,8.435828519350466
518,6.656961230302544
519,7.19884552721896
520,9.833807299583054
521,7.812839671279991
522,9.584611152064006
523,8.870279409628104
525,10.50465932495489
526,10.3374113878502
527,9.505141165664039
528,7.197290494221566
529,10.886724137646183
530,7.0004587831961205
531,8.726814498980405
532,9.028128452325063
533,7.27676687194165
534,9.943885005262622
535,8.361863155500721
536,6.6256676435954285
537,8.64301872797402
539,7.787730585480306
540,8.864091554302705
541,10.50401676157345
542,8.846670225253888
543,17.827106372759253
544,9.585698900681807
545,9.928676247409953
546,8.39992224445503
547,6.685509419043565
548,8.11645699131673
549,6.494644043050604
550,10.272954282850755
551,5.734033259077439
553,7.4642358703282135
554,6.215666444546989
555,7.770318225130525
556,7.9860821564786
557,64.56234425139309
558,6.7059337035501345
559,7.835593104544033
560,5.794627692334663
561,6.859940478359763
562,6.6059155630850706
563,6.536238263453866
564,5.370653635977333
565,21.165579866372987
566,9.799061334408481
567,93.94546913359513
569,7.343539842915921
570,8.551074459272348
571,8.150946657975606
573,7.232862173230155
574,8.864709054570085
575,11.164825785068844
576,9.46386394658837
577,25.366428158956722
578,6.706449729737717
580,7.071753175749273
581,7.9890141101274335
582,8.043566563647843
583,8.219762009128177
584,11.28057428421312
585,7.630750306637713
586,6.982112116355431
587,9.020837897353974
588,6.033009785690073
589,9.985259516370132
590,9.39662729780652
592,8.304624717692711
593,18.608576118559867
595,8.25075797497273
596,9.805633856101638
597,7.924407785731096
598,7.137416266553899
600,9.353258622875577
602,6.32471672184837
603,7.628079234782939
604,8.229184585531215
605,8.522541013699168
606,7.72224216568717
607,8.260654600013368
608,8.046998941363253
609,7.736028421993638
610,8.795463207759425
611,6.306194035819926
612,7.10050037420511
613,6.123577284691087
614,9.037492315311162
615,11.916628764538693
616,11.833468390309854
617,7.816576616329819
618,7.598276322292075
619,6.212073222628497
620,7.459650291407131
621,8.355999989802411
622,7.3651721263195835
623,7.460250395396287
624,7.261121619591085
625,5.836097139089733
626,37.03621618957077
627,7.452594536717412
628,6.93858828315096
629,8.237770631680034
630,5.960023631002118
631,8.09465308279839
632,9.595224870353414
633,14.329172264008823
634,8.07810529243487
635,7.997971245274378
636,6.247335817953823
637,10.31032580387849
638,8.344124180872639
639,10.034124167263897
640,7.9262024109016505
641,9.825125053351837
642,6.652702287920498
643,7.96667836715191
645,6.791328251335324
647,9.107803970417637
648,9.343846660407987
649,6.6239832986964995
650,6.518250744326087
651,6.672433636234817
652,8.024580425304261
653,6.254941585538019
654,6.835851500919939
655,8.445322655013026
656,7.968821629227985
657,8.990500394302014
658,10.583415695297102
659,6.98668398218468
660,8.243347495745223
661,8.849251205269391
662,8.782409388917184
663,5.853905293188786
664,17.05973199400883
665,7.6827448669350185
666,7.446951806866242
667,12.099970592504324
668,6.449278663201661
669,8.09183505042181
670,11.19119178903138
671,8.210927273606828
672,9.854844622048386
673,7.091003747974824
674,6.889871383817956
675,12.674442133269881
676,8.01655825106359
677,5.3457050585667325
678,7.702622532381156
679,7.569368884052904
680,9.144562505717314
681,6.817349587673438
682,9.078161419476885
683,7.256941124747459
684,7.3983877833739236
685,7.594562777550983
687,8.487591020016634
688,7.936032979148838
689,11.012609051647017
690,7.277864291249128
691,5.90822175217536
692,16.010353054555782
693,8.656531334222379
695,7.927978571377651
696,7.383555786446264
697,7.175517430440506
699,11.372941776322733
700,20.00409251191236
701,9.166107978744485
702,7.294766653921014
703,11.60254395352434
704,7.398482432535543
705,8.139294914053282
706,7.99016129553571
708,6.927028171449758
709,13.14076603952291
711,16.041832841112125
712,7.756271407980032
713,6.6479423009613425
714,8.778109303888556
715,7.768483130930749
716,11.736958612168202
717,6.487621193014384
718,5.952531879863161
719,8.973512628834335
720,7.290629479315866
721,5.997753135688616
722,6.901863617096627
724,22.128678110375844
725,7.268809696693055
726,11.689577714748598
728,56.27854884581447
729,6.346253075685512
730,6.938524551057554
731,12.433134798676425
732,8.70004472140473
733,8.600340453916308
734,10.237729577037227
735,5.973579690398463
736,8.669985842271247
737,5.584112281165225
738,8.800247608131803
739,7.327091582698163
740,7.399457766763632
741,8.052620080782539
742,8.025502840314532
743,8.68659733632854
744,7.465144219292252
745,5.886742744460355
746,6.329205428690858
747,8.813208824539634
748,12.89714194061109
749,6.694984972370414
750,7.805728790683584
751,9.285427847707073
752,9.559154212726883
753,7.484021730121844
754,151.72343020518008
755,7.341767102428646
756,8.114001873861351
757,9.844797769075583
758,8.080804490198947
759,9.109339841982838
760,7.218390338981052
761,8.217206313056266
762,18.430922745113865
763,17.475955486535966
764,6.517493759624482
765,11.491993978190596
767,7.750990721534162
768,6.48057879652652
769,10.604538471256397
770,6.238731173650894
771,5.398663798323765
772,7.404971821166219
773,15.758585964083512
774,7.5928506499731885
775,7.4112129571928875
776,7.842732497940517
777,8.208858131218129
778,11.247139112862207
779,8.034388011148394
780,6.317065573787662
781,7.1798320476859985
782,8.198368762423362
783,7.69090933931251
784,9.113350418751835
785,9.373127215590703
786,8.306987042255116
787,23.613270993131465
788,18.39798036816479
789,8.66890994071193
790,7.200398064339323
791,6.822352330278901
792,8.973136295265322
793,8.928306502012394
794,15.875367195874706
795,7.1809737413337285
796,5.8433954573485885
797,7.8780485024409685
798,7.8406162498373515
799,7.672164817423225
800,8.258350782184458
801,8.056176195986577
802,8.346171765533416
803,8.50965038683341
804,8.764990523018565
805,7.392998236482715
806,8.763831887828323
807,6.375289435403026
808,9.770778665338534
809,9.868927748197477
810,10.670700693759542
811,7.268219608902872
813,8.457846033982541
814,7.762612846948595
815,6.327654964660309
816,7.783588493929969
817,12.279552854845912
818,8.272017726933843
819,6.6320751318549735
820,8.30715075769493
821,7.346448788764845
823,7.401071290381622
824,36.3811617170457
825,9.423742540547147
826,6.869237956872624
827,7.847085722993132
828,159.12030002317252
829,43.85046420798112
830,7.726302695402911
831,6.218849063858156
832,9.757089727299917
833,13.442993935265138
834,6.331997015574858
835,8.581945861805714
836,7.712099163412325
837,9.29942246335629
838,13.541691468380614
839,6.090344334019116
840,6.607081242976048
841,11.372394074252547
842,9.506677652947033
843,7.70101987414524
844,8.722172087917548
845,6.7885448655300955
846,7.469427708574039
847,7.687124954514741
848,8.060411783451038
849,9.867406938106983
850,7.097514227404838
852,6.216717539112513
853,7.74909073614341
854,6.3396755189478675
855,9.284715970293295
856,7.716617386224364
857,10.683675922905431
858,5.500214466153504
859,7.82394314947502
860,7.30203707324034
861,6.105652483221419
863,8.899047591242285
864,7.936542277805515
865,8.04400935558103
866,6.455992095570157
867,10.330600598127845
868,5.719780946903931
869,13.267159410961833
870,6.6923260894007015
872,16.774006871345435
873,6.968589825801917
874,6.865556982457882
875,9.700955770182118
876,15.433609266135534
877,6.1792652635800245
878,8.89566712489131
879,14.570139992820634
880,6.5620417694387445
881,6.370879902324983
882,7.379125803470691
883,8.260932743543592
884,8.89927843336987
886,22.789233973828985
887,9.985540653712095
888,10.515388784950982
889,6.309114895534755
890,7.854367115261472
891,8.074949134833131
892,7.1929619444493405
893,5.668680863192109
894,8.247082070581044
895,10.291984325039184
896,13.784222347710823
897,15.797530676641514
898,8.002124134164536
899,8.957697120167513
900,7.760833973871295
901,9.96814333440156
902,8.919864275360844
903,5.875010292181857
904,10.58713978561078
905,8.714951129358855
906,21.48525864706467
907,8.171414370121967
908,7.186033494190164
909,8.053630764334596
910,8.53766484435861
911,7.3819526738968255
912,8.623974970379344
913,7.750532785007583
914,7.255754748984133
915,7.963426409796802
916,7.667522938844163
917,5.3493538792197475
918,5.960455831477241
919,5.833568188028552
921,12.602693124020135
922,5.390459411928809
923,8.7087654939943
924,9.258905258684306
925,7.410639893685897
926,8.689614018481382
927,10.550806394025411
928,31.0734567533465
929,8.449771651362388
930,7.134219811484909
932,7.470517507572513
933,9.92949362431288
935,10.32472878688722
936,10.383850348495148
937,8.414083185201886
938,5.568437370280527
939,10.931375053569457
940,16.590109285475172
941,6.208748821211431
942,12.723433472839494
943,9.104154813301989
944,7.112092704291067
945,7.9004183777279895
946,6.136022006739106
947,5.995686829608628
948,9.395861186886334
950,5.958227868166059
951,8.85071860968738
952,8.396866776237145
953,6.157696454438974
954,8.724414111153072
955,13.218844351082279
956,33.6804453544891
957,8.57761968925455
958,13.447944446792002
959,9.956935172812413
960,8.812471594270491
961,6.722674868093842
962,9.499087600180992
963,7.495255362483576
964,10.023413768562605
965,6.1820563987191415
966,5.442074909603183
967,16.777854954109216
968,14.304658368562627
969,12.378186218377776
970,18.855492610615762
971,10.372812559223602
972,5.959269878491922
973,6.94687376601193
975,6.406365957120899
976,7.581909899398614
977,5.306772358835871
978,8.493470672380214
979,8.4320800045627
980,7.579223418226469
981,12.993353803498714
982,7.471223271944348
983,7.803036143697105
985,9.09918524047839
986,9.424926118296561
987,7.845879576299044
988,9.56996667885527
989,6.4911690204385035
990,8.676509770668446
991,5.389059065496393
992,22.367621101091586
993,12.702114347695865
995,7.982364607077954
996,7.162107353597136
997,7.3388436616642245
998,11.487599979357938
1000,8.392115638595815
1001,8.829692237928356
1002,7.625750012668329
1003,7.966823117037137
1004,7.315481579139217
1005,8.3115258767718
1006,7.785500298240784
1007,5.383242110107499
1008,46.23902201752368
1009,42.9960273222705
1010,7.169855905855755
1012,8.972576330146872
1013,10.966711295861842
1014,9.617929433962082
1015,8.715261438806643
1017,6.719127044875076
1018,9.366426207704041
1019,7.505281449091468
1020,7.376100320143758
1021,7.64446397391935
1023,8.79376305765754
1024,11.226987697371857
1025,8.436740157553084
1026,10.534685651377618
1027,8.764712354767877
1028,9.05117895484068
1029,7.8483523730335545
1030,8.495536612547104
1031,8.153817477350412
1033,6.449455316665364
1034,7.718383047471704
1035,7.819297209721059
1036,9.52080048961411
1037,8.999134897175136
1038,6.76182826456294
1039,6.42593654634121
1040,7.845344004732912
1042,7.186484985597443
1043,6.970729183836465
1044,8.536544636721953
1045,7.974594833193818
1046,8.108395567677823
1047,7.438192166812859
1048,5.746720990949992
1049,7.312476643700502
1050,7.939527262822043
1051,8.448233438357487
1052,10.453089398212413
1053,7.947875068877777
1054,5.804560067149978
1055,6.933228095892593
1056,8.783552013926816
1057,8.737528344993983
1058,8.349272010215108
1059,10.183718329111038
1060,6.978256658631462
1061,9.85126373269657
1062,34.2806539751461
1063,5.814174919134734
1064,8.351944672678691
1065,7.324122923686378
1066,7.452539593951227
1067,7.068578950700285
1068,27.90930412642531
1069,8.582296710698202
1070,6.818205264575705
1071,6.9479647728301
1072,20.93118059988217
1073,9.465469472861479
1074,7.1419451277716295
1075,8.149550746251599
1076,5.9312061569275745
1077,14.681499055263592
1078,7.616802456694202
1079,6.348707809839487
1080,5.274405763095132
1081,8.30670661590286
1082,8.418337232469995
1083,6.422049142827667
1084,12.06906714722326
1085,7.673830580989162
1087,7.1883149548362715
1088,5.933521379228566
1089,7.776532695875829
1090,9.097162761991319
1091,6.319672557033816
1092,10.042879683511021
1093,7.451418139215637
1094,9.901122343178729
1095,9.85879741338455
1096,6.041717870607201
1097,7.12502699180458
1098,8.91627693976297
1099,7.3391652644978365
1100,7.143793383718719
1101,7.722914671261378
1102,7.561724468454214
1103,7.180909451901089
1104,5.281596301502892
1105,8.264896463365243
1106,10.85053097683562
1107,7.120972436462065
1108,20.25544638381615
1109,8.356340259744202
1111,6.126277235221176
1112,7.872393495049533
1113,11.574920555233717
1114,7.65838156477744
1115,8.159648855600677
1116,8.703136884118404
1117,11.531757713871688
1119,8.311949271864233
1120,9.265262714455247
1121,7.8964679683442665
1122,7.411082405601805
1123,14.38254409580399
1124,7.009954185024881
1125,6.242648683748168
1126,7.38387225636398
1128,6.744387363402186
1129,7.435831412662351
1130,7.766015112563377
1131,7.637151018620979
1132,9.458664948283278
1133,7.761921052838836
1134,7.454367381179393
1136,6.74176573316006
1137,7.853789315655637
1138,19.17758730686267
1139,7.663728989804422
1140,7.972374463445387
1141,9.66120289946077
1142,7.936926529765152
1143,7.278440606500046
1144,15.52586589965022
1145,6.333975308171787
1146,7.516899696201801
1147,11.797190329717303
1148,7.608364041956509
1149,7.986532272865528
1150,8.517505570971071
1151,8.745342079461295
1152,17.015235396123796
1153,8.208077894311053
1155,6.083330544847978
1157,9.354209506096243
1158,47.497396010996695
1159,9.93270444344352
1160,7.37462003294088
1161,8.409314559327342
1162,8.596005914014096
1163,10.637670512342572
1164,7.2007143434604455
1165,7.861224226858486
1167,6.2586687266036165
1168,7.777419438679447
1169,9.027884085555595
1171,7.752044648564478
1173,9.784673817663744
1174,8.834846668439223
1176,7.867118700756718
1177,8.910285437273114
1178,7.622141888721835
1179,7.680371025588789
1180,9.014257934579966
1181,8.313916896381002
1182,9.656710931820541
1183,5.6317919145265725
1184,8.255862445965274
1185,6.526178859091845
1186,7.391317927830313
1187,8.746230127305026
1188,7.382689534601053
1189,9.0041461499728
1190,5.297724927051612
1191,8.24276734398699
1192,7.946934869736751
1193,13.59492488598438
1194,7.713092040436134
1195,18.035603149062332
1196,8.153787113637595
1197,7.246176356815234
1198,8.671210136776189
1199,248.46466955882485
1200,8.163933764279847
1201,6.78256422521272
1202,7.284238215088861
1203,7.197825146504191
1204,6.910450306829716
1205,27.697612155701535
1206,8.22935522093831
1207,7.939156686926179
1208,15.150003554123536
1209,7.316727706709987
1210,12.24690288533183
1211,25.02650319004698
1212,7.638004713694903
1213,7.997681669615874
1214,9.150095471042974
1215,8.55852478372206
1216,13.262795165553923
1217,7.3481057311260605
1219,9.16159029768983
1220,6.9329410458426945
1221,9.964210764904411
1222,5.948671416058964
1223,7.219925655630954
1224,7.266639716806907
1225,10.728785869562369
1226,6.918079574938556
1227,10.572895616122535
1228,8.701358661153002
1229,10.062328404711646
1230,8.686067036051824
1231,18.047792824262665
1232,7.960077437891624
1233,7.807638541508815
1234,7.298111616025703
1235,12.832770705038708
1236,6.185144732022249
1237,10.844936987338706
1238,6.784952476262064
1239,7.175860891954054
1240,6.591355499760099
1241,7.181306322271908
1242,7.513174363679755
1243,7.044033971666925
1244,6.718162282675575
1245,7.643046376690979
1246,17.0548237795134
1247,9.205479564963227
1248,6.68005272717084
1249,10.333864286685026
1250,13.654794213860562
1251,7.622122176814425
1252,6.230296728191471
1253,8.470121273021533
1255,6.760324218929403
1256,7.164384821238995
1257,16.30366817031191
1258,12.042616652415095
1259,8.71328173708378
1260,33.97138634687706
1261,7.889058188369535
1262,7.736394861134096
1263,10.009101686142618
1264,7.700395337961083
1265,8.216879379569786
1266,5.754884924677541
1267,7.372245956941134
1268,7.868387188880179
1269,5.761396376257742
1270,7.529345664961854
1271,8.965893726983866
1272,9.679355106761871
1273,7.8500141185322025
1275,5.630574265913495
1276,6.972937111845601
1277,5.968076434311648
1278,7.2804715513557925
1279,11.390109283463147
1280,7.316858375482017
1281,8.211650740713687
1282,14.105118679642564
1283,7.458876514333235
1284,9.21039732947728
1285,10.10234302330455
1286,9.938273822058214
1287,12.108672421211367
1288,7.767387379218523
1289,8.927185403800074
1290,7.697706647319862
1291,7.388725412111642
1292,39.21015649729761
1293,7.008841446079198
1294,7.922745943285246
1295,8.33907244526061
1296,9.13893093376507
1297,11.855289946593963
1298,5.549072822476429
1299,6.191804697741178
1300,7.7629454224451795
1301,8.498698557731556
1302,7.7726247653810585
1303,6.324851277878672
1304,8.141959079771393
1305,8.066570126389557
1306,7.000828936913034
1307,10.585158059189514
1308,5.655084169872293
1309,6.21874426039361
1310,7.705217516017487
1311,11.519853052885667
1312,8.165103871809151
1313,11.424651033435996
1314,7.747524574356071
1315,8.91210274131861
1316,6.260798802341162
1317,8.659414732701824
1318,9.890962210539183
1319,15.374040074691974
1320,9.057224499655447
1321,6.331767782090175
1322,19.53770786347898
1323,5.850595814552799
1325,5.799874733260222
1326,7.605578029460162
1327,7.156969066387072
1328,6.3250252027953255
1330,15.22114169582327
1331,8.712837034889498
1332,7.451348665460011
1333,5.814758565272031
1334,7.618110645656806
1335,8.020353122468187
1336,9.75760747186731
1338,5.952959764419422
1339,11.03491040807841
1340,7.384375734504971
1342,7.477406096633144
1343,7.882658874408522
1344,6.853139546379657
1345,7.724594889825883
1346,7.881775567319448
1347,12.339847622381994
1348,6.313729635041261
1349,11.063194782098169
1350,7.334404779598684
1351,6.784748714262838
1352,6.257793955471342
1353,6.403306262141795
1354,8.351437019854625
1355,8.492468215266257
1356,7.94362526847754
1357,8.315975102833013
1358,8.477803619327965
1359,7.843705086609859
1360,15.922181641585999
1361,13.437491955988923
1362,6.692994655437509
1363,7.696478631758927
1364,9.38521306885281
1365,6.503586090033114
1366,8.024720535002245
1368,7.7924530036863375
1369,7.048093056516159
1370,13.691227137437519
1371,7.162872652587758
1372,23.972296132098577
1373,9.259724611633827
1374,8.195465714379694
1375,10.895980763932517
1376,6.981350387429363
1377,11.894164251792006
1378,10.712137475216826
1379,7.938364321392031
1380,7.296515404264003
1381,7.2975485343793185
1382,8.239280087881708
1383,9.469589522516342
1384,8.471908023323927
1385,8.367977118991934
1386,8.577407423967296
1387,18.362536261564948
1388,6.942797020928137
1389,279.91197592860834
1390,6.676374001302115
1392,12.839534080566297
1393,8.454856512811364
1394,6.91511007211576
1395,6.965910130064187
1396,6.720029997732746
1397,8.068245976186862
1398,6.245229389429189
1399,6.887505545506963
1400,8.292902926274884
1401,7.967717672440759
1402,13.018070588506491
1403,7.405713000714963
1405,13.130648507995284
1406,6.5500206995956525
1407,7.3847950669241325
1408,106.15169372635278
1409,12.009388380900845
1411,7.020024219099785
1412,10.441155890647593
1413,8.550778185358096
1414,8.15680276560177
1415,25.56627111921744
1416,5.522374192443809
1417,7.78646912904267
1418,9.41490412611547
1419,8.812548328165484
1420,7.713057038473822
1421,9.159605664007621
1422,7.291986244467887
1423,8.924872311161625
1424,10.818826486731476
1425,10.622094938100018
1426,5.998191151636663
1427,6.518937579953583
1428,6.6128747499697536
1429,6.7760219927900085
1431,6.2652068615438985
1432,8.377477766964741
1433,7.244724528390254
1434,7.15106857981282
1435,11.060845342311067
1436,214.33994333077797
1438,10.224999858552842
1439,6.430471431572293
